2015 12 1 0 43 38.2 93 0.01 8.1 0 6.344618
2015 12 1 1 44.1 38.6 93 0.01 10.4 0 5.452488
2015 12 1 2 44.1 40.1 93 0 6.9 0 5.452488
2015 12 1 3 44.1 40.1 93 0.05 6.9 0 5.652731
2015 12 1 4 45 39.3 93 0.01 11.5 0 5.4915
2015 12 1 5 45 39.3 90 0 11.5 0 5.872631
2015 12 1 6 44.1 37.7 89 0 12.7 0 6.4031
2015 12 1 7 43 36.8 86 0 11.5 0 7.106707
2015 12 1 8 42.1 33.1 76 0 20.7 0 7.342565
2015 12 1 9 42.1 35.7 73 0 11.5 0 6.943752
2015 12 1 10 41 33.1 67 0 15 0 6.576078
2015 12 1 11 42.1 34.9 62 0 13.8 0 6.088463
2015 12 1 12 44.1 37.1 58 0 15 0 5.874501
2015 12 1 13 44.1 37.4 58 0 13.8 0 5.816421
2015 12 1 14 44.1 37.4 58 0 13.8 0 6.037202
2015 12 1 15 44.1 38.1 58 0 11.5 0 5.906582
2015 12 1 16 42.1 36.6 60 0 9.2 0 6.338834
2015 12 1 17 42.1 39.2 62 0 4.6 0 6.959162
2015 12 1 18 41 35.2 67 0 9.2 0 7.886561
2015 12 1 19 39.9 33.4 70 0 10.4 0 8.045657
2015 12 1 20 39 32.8 73 0 9.2 0 8.153194
2015 12 1 21 39.9 33.4 73 0 10.4 0 8.252793
2015 12 1 22 39.9 33.4 73 0 10.4 0 7.687865
2015 12 1 23 39 33.4 76 0 8.1 0 7.103859
2015 12 2 0 39 34 76 0 6.9 0 7.341383
2015 12 2 1 39 34.8 76 0 5.8 0 5.968318
2015 12 2 2 39 34 76 0 6.9 0 5.968318
2015 12 2 3 37.9 32.1 79 0 8.1 0 5.97349
2015 12 2 4 35.1 28.6 82 0 8.1 0 6.145492
2015 12 2 5 34 29.8 85 0.03 4.6 0 6.492049
2015 12 2 6 34 29.8 85 0.01 4.6 0 7.318342
2015 12 2 7 33.1 26.1 89 0.02 8.1 0 7.975856
2015 12 2 8 33.1 26.1 89 0 8.1 0 8.131769
2015 12 2 9 33.1 26.1 82 0 8.1 0 7.77079
2015 12 2 10 33.8 26.4 81 0 9.2 0 7.630952
2015 12 2 11 34 28 82 0 6.9 0 7.298513
2015 12 2 12 35.1 30.1 76 0 5.8 0 7.11027
2015 12 2 13 35.1 29.3 85 0 6.9 0 7.104152
2015 12 2 14 37 31.6 70 0 6.9 0 7.264482
2015 12 2 15 36 29 70 0 9.2 0 7.191244
2015 12 2 16 35.1 25.9 76 0 13.8 0 7.500932
2015 12 2 17 35.1 25.9 72 0 13.8 0 8.583971
2015 12 2 18 35.1 26.9 67 0 11.5 0 9.245065
2015 12 2 19 34 26.6 67 0 9.2 0 9.301047
2015 12 2 20 33.1 25.5 72 0 9.2 0 9.295024
2015 12 2 21 33.1 24.9 70 0 10.4 0 9.290119
2015 12 2 22 33.1 24.4 70 0 11.5 0 8.913695
2015 12 2 23 33.1 25.5 70 0 9.2 0 8.006395
2015 12 3 0 32 23.6 75 0 10.4 0 7.203629
2015 12 3 1 32 26.4 75 0 5.8 0 7.107168
2015 12 3 2 32 24.8 75 0 8.1 0 7.107168
2015 12 3 3 32 25.6 75 0 6.9 0 6.955878
2015 12 3 4 32 24.8 79 0 8.1 0 7.134045
2015 12 3 5 35.1 31 76 0 4.6 0 7.423014
2015 12 3 6 35.1 29.3 78 0 6.9 0 8.014453
2015 12 3 7 36 31.1 79 0 5.8 0 8.684754
2015 12 3 8 37.4 30.8 70 0 9.2 0 8.805137
2015 12 3 9 36 29.6 76 0 8.1 0 8.419754
2015 12 3 10 36 29 76 0 9.2 0 8.250819
2015 12 3 11 36 29 79 0 9.2 0 8.004887
2015 12 3 12 36 28.5 79 0 10.4 0 7.809189
2015 12 3 13 35.1 26.4 78 0 12.7 0 7.650411
2015 12 3 14 35.1 26.4 78 0 12.7 0 7.589571
2015 12 3 15 35.1 26.4 78 0 12.7 0 7.624429
2015 12 3 16 35.1 26.4 82 0 12.7 0 8.129464
2015 12 3 17 35.1 27.9 82 0 9.2 0 8.577192
2015 12 3 18 35.1 25.9 82 0 13.8 0 9.329515
2015 12 3 19 35.1 25.9 82 0 13.8 0 9.381198
2015 12 3 20 35.1 27.9 82 0 9.2 0 9.211785
2015 12 3 21 35.1 26.9 82 0 11.5 0 9.19673
2015 12 3 22 35.1 25.9 82 0 13.8 0 8.634428
2015 12 3 23 36 29 79 0 9.2 0 7.888057
2015 12 4 0 37 29.8 79 0 10.4 0 6.89413
2015 12 4 1 36 28 82 0 11.5 0 6.876628
2015 12 4 2 36 29 82 0 9.2 0 6.876628
2015 12 4 3 35.1 26.4 82 0 12.7 0 7.094845
2015 12 4 4 34 25.5 85 0 11.5 0 6.987844
2015 12 4 5 33.1 24.9 89 0 10.4 0 7.418441
2015 12 4 6 33.1 24.4 85 0 11.5 0 7.75972
2015 12 4 7 33.1 24.9 89 0 10.4 0 8.721365
2015 12 4 8 34 28 85 0 6.9 0 8.785767
2015 12 4 9 35.1 27.4 85 0 10.4 0 8.075545
2015 12 4 10 41 35.8 73 0 8.1 0 7.603334
2015 12 4 11 44.1 40.1 65 0 6.9 0 6.952491
2015 12 4 12 46 41.4 63 0 9.2 0 6.364029
2015 12 4 13 48 19.09 61 0 8.1 0 5.791303
2015 12 4 14 48 19.09 58 0 9.2 0 5.627093
2015 12 4 15 46 41.4 63 0 9.2 0 5.547629
2015 12 4 16 45 41.2 65 0 6.9 0 5.696946
2015 12 4 17 42.1 36.1 76 0 10.4 0 6.692769
2015 12 4 18 39 32.8 86 0 9.2 0 7.480274
2015 12 4 19 39 33.4 82 0 8.1 0 7.580798
2015 12 4 20 37.9 31.5 89 0 9.2 0 7.839794
2015 12 4 21 37.9 30.9 89 0 10.4 0 7.867245
2015 12 4 22 37 31 89 0 8.1 0 7.578409
2015 12 4 23 36 30.3 93 0 6.9 0 7.103261
2015 12 5 0 34 26 89 0 10.4 1 6.997913
2015 12 5 1 34 27.2 89 0 8.1 1 6.649746
2015 12 5 2 33.1 26.1 89 0 8.1 1 6.649746
2015 12 5 3 33.1 26.1 89 0 8.1 1 6.689545
